Path_JungleHighlandsToSecretValley_CardDescription,"",这里通向一处祥和的溪谷。<b>（只有手牌可以带走）</b>
Path_JungleHighlandsToSecretValley_CardName,"",隐秘峡谷
Path_JungleHighlandsToSecretValley_DismantleActions[0].FadeMessage,"",进入溪谷……
Env_YinMiXiaGu_CardDescription,"",一处隐秘的山谷，在这里应该能有新的发现。
Env_YinMiXiaGu_CardName,"",隐秘峡谷
XiaGuDongXueRuKou_CardDescription,"",进入洞穴
XiaGuDongXueRuKou,"",溪谷洞穴
XiaGuDongXueChuKou_CardDescription,"",离开洞穴
XiaGuDongXueChuKou_CardName,"",隐秘峡谷
XiaGuDongXueChuKou_DismantleActions[0].ActionName,"",离开
XiaGuDongXueChuKou_DismantleActions[0].FadeMessage,"",离开洞穴
CaveSpring_CardDescription,"",一汪有泉眼的山泉，正涌出着山泉水。
CaveSpring_CardName,"",山泉
Env_CaveValley_CardDescription,"",一处在峡谷中的洞穴，或许能发现点新东西。
CaveValley_CardName,"",峡谷洞穴
MagnetiteVein_CardDescription,"",一处磁石矿脉，我可以在这里挖掘磁石。
MagnetiteVein_CardName,"",磁石矿脉
CaveWood_CardDescription,"",一根朽木，上面长有蘑菇。
CaveWood_CardName,"",朽木
Env_CaveValley_CardName,"",峡谷洞穴
KaoYuMi_CardDescription,"",烤熟的玉米，好吃！
KaoYuMi_CardName,"",烤玉米
Magnetite_CardDescription,"",一块磁石，具有磁性。
Magnetite_CardName,"",磁石
WaterFall_CardDescription,"",一处带有溪流的瀑布，可以收集水（饮水并不安全！）、挖泥、叉鱼，我应该可以在附近修建水车。
WaterFall_CardName,"",带溪流的瀑布
XiaoMai_CardDescription,"",割下的小麦，我应该把它磨成面粉
XiaoMai_CardName,"",小麦
XiaoMaiCong_CardDescription,"",一片小麦丛，我可以割小麦
XiaoMaiCong_CardName,"",小麦丛
XiaoMaiTian_CardName,"",小麦田
YuMi_CardName,"",生玉米
YuMiCong_CardDescription,"",一片玉米丛，我可以采集玉米
YuMiCong_CardName,"",玉米丛
YuMiTian_CardName,"",玉米田
GuilMod_ZhaixiadeYoucai_CardName,"ZhaixiadeYoucai",摘下的油菜
GuilMod_ZhaixiadeYoucai_CardDescription,"Edible,can be grounded to oil in a bowl!",可食用，可以在碗中被碾成菜油！
GuilMod_Caiyou_CardName,"Caiyou",菜油
GuilMod_Caiyou_CardDescription,"An essential food ingredient.",由油菜碾磨成的油，是一种重要的食物材料，而且它不会蒸发和变质！
GuilMod_Caiyou_DismantleAction,"Handle",处理
GuilMod_Youcai_CardDescription,"",美丽的油菜丛，是一种可榨油的可食用作物。
GuilMod_Youcai_CardName,"",油菜丛
GuilMod_Bp_Caiyou_CardName,"Caiyou",菜油
GuilMod_Bp_Caiyou_CardDescription,"oil made by youcai.",由油菜碾磨成的油，是一种重要的食物材料，而且它不会蒸发和变质！
GuilMod_Bp_Caiyou_UnlockConditionsDesc,"Zhaixiadeyoucai Needed.",需要摘下的油菜
YouCaiTian_CardName,"YouCaiTian",油菜田
ZhengfaZhilengqi_CardDescription,"",一个木制的蒸发制冷器，可以降温。
ZhengfaZhilengqi_CardName,"",蒸发制冷器
ZFZLQ_FuelCapacity.OnZero.ActionDescription,"",蒸发制冷器没水啦！
ZFZLQ_DismantleActions[0].ActionName,"",把水倒掉
ZhengfaZhilengqiOff_CardDescription,"",一个木制的蒸发制冷器，但它现在没水罢工了。
ZhengfaZhilengqiOff_CardName,"",蒸发制冷器（没水）
Mianhua_CardDescription,"",白洁的棉花，可以瞬间提取纤维。
Mianhua_CardName,"",棉花
GuilMod_MianhuaCong_CardDescription,"",一片棉花丛，可以采集棉花。
GuilMod_MianhuaCong_CardName,"",棉花丛
MianhuaTian_CardName,"",棉花田
Fangche_CardName,"",纺纱机
Fangche2_CardName,"",缠好的纺纱机
Bp_Fangche_BlueprintFinishedLog.LogText,"",我做了一台纺纱机。
Bp_Fangche_CardDescription,"",一台纺纱机可以帮助你纺线。
Bp_Fangche_CardName,"",纺纱机
Bp_Zhengfa_BlueprintFinishedLog.LogText,"",我做了一台蒸发制冷器。
Bp_Zhengfa_CardDescription,"",一个木制的蒸发制冷器，可以降温。
Bp_zfzlq_CardName,"",蒸发制冷器
Bp_zfzlq_UnlockConditionsDesc,"",需要大块的布
Qiuqian_CardDescription,"",一座秋千，可以荡秋千玩。
Qiuqian_CardName,"",秋千
Qiuqian_DismantleActions[0].ActionName,"",荡秋千
Bp_Qiuqian_BlueprintFinishedLog.LogText,"",我做了一座秋千。
Bp_Qiuqian_CardDescription,"",一座秋千，可以荡秋千玩。
Bp_Qiuqian_CardName,"",秋千
HHY_CardDescription,"",一硫二硝三木炭，加点白糖大伊万！
HHY_CardName,"",黑火药
Bp_HHY_BlueprintFinishedLog.LogText,"",我做了一些黑火药！
Bp_HHY_CardDescription,"",一硫二硝三木炭，加点白糖大伊万！
Bp_HHY_CardName,"",黑火药
Bp_Zhayao_CardName,"",炸药（黑火药）
GJFZQ_CardDescription,"",这是一台高级纺纱机，可以编织棕榈叶、纺织细线或线团。
GJFZQ_CardInteractions[0].ActionName,"",放入纤维
GJFZQ_CardInteractions[0].RequiredReceivingDurabilities.FailMessage,"",已经放够了纤维
GJFZQ_CardInteractions[2].ActionName,"",放入棕榈
GJFZQ_CardInteractions[2].RequiredReceivingDurabilities.FailMessage,"",已经放够了棕榈叶
GJFZQ_CardInteractions[1].ActionName,"",放入线团
GJFZQ_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,"",已经放够了线团
GJFZQ_CardName,"",高级纺纱机
GJFZQ_DismantleActions[0].ActionName,"",纺织细线
GJFZQ_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,"",纤维不够
GJFZQ_DismantleActions[1].ActionName,"",纺织线团
GJFZQ_DismantleActions[2].ActionName,"",编织棕榈
GJFZQ_DismantleActions[2].RequiredReceivingDurabilities.FailMessage,"",棕榈叶不够
GJFZQ_SpoilageTime.CardStatName,"",纤维容量
GJFZQ_SpoilageTime.OnFull.ActionDescription,"",高级纺纱机放够了纤维/线团！
GJFZQ_UsageDurability.OnFull.ActionDescription,"",高级纺纱机放够了棕榈叶！
GJFZQ_UsageDurability.CardStatName,"",棕榈叶容量
GJFZQ_SpoilageTime.OnFull.ActionName,"",喜报！
GJFZQ_UsageDurability.OnFull.ActionName,"",喜报！
GJFZQ_DismantleActions[3].ActionName,"",纺织绳子
GJFZQ_FuelCapacity.CardStatName,"",线团容量
GJFZQ_DismantleActions[4].ActionName,"",织布片
GJFZQ_DismantleActions[4].RequiredReceivingDurabilities.FailMessage,"",线团不够
GJFZQ_DismantleActions[5].ActionName,"",织布
GJFZQ_DismantleActions[6].ActionName,"",织大块的布
GJFZQ_DismantleActions[7].ActionName,"",织超大的布
GJZBJ_CardDescription,"",这是一台高级织布机，可以织各种布。
GJZBJ_CardName,"",高级织布机
Bp_GJFSJ_BlueprintFinishedLog.LogText,"",我做了一台高级纺纱机。
Bp_GJZBJ_BlueprintFinishedLog.LogText,"",我做了一台高级织布机。
Shengti_CardDescription,"",一卷套索，可以架设在需要爬下去的地方。
Shengti_CardName,"",套索
Bp_ShengTi_UnlockConditionsDesc,"",需要绳子
Tizi_CardDescription,"",一架梯子，可以架设在需要爬上去的地方。
Tizi_CardName,"",梯子
Bp_Tizi_UnlockConditionsDesc,"",需要长木棍
Mianbei_CardDescription,"",舒服的棉被，可以铺设在木床上。
Mianbei_CardName,"",床上用品
Bp_Mianbei_UnlockConditionsDesc,"",需要更高的纺织技能
GoodBed_CardDescription,"",铺设有床上用品的床，超舒服！
GoodBed_CardName,"",舒服的床
MaCao_CardDescription,"",一种纤维丰富的植物，可以快速提取纤维。
MaCao_CardName,"",马尼拉麻
GuilMod_MaCaoCong_CardDescription,"",一片马尼拉麻丛，可以采集马尼拉麻。
GuilMod_MaCaoCong_CardName,"",马尼拉麻丛
MaCaoTian_CardName,"",马尼拉麻田
Bp_ChangMuGun_UnlockConditionsDesc,"",需要细线
MuTong_CardDescription,"",一个木桶，可以用来装液体。
MuTong_CardName,"",木桶
CaoMeiTian_CardName,"",草莓田
CaoMei_CardName,"",草莓
CaoMei_CardDescription,"",可口的水果，有降低压力的功效。
CaoMeiCong_CardDescription,"",一片草莓丛，可以采摘草莓。
CaoMeiCong_CardName,"",草莓丛
GodBless_GameName,"",众灵庇佑
Pk_GodBless_PerkDescription,"",携万物之灵，共抗天灾。
Pk_GodBless_PerkName,"",众灵庇佑
FireSpirit_CardDescription,"",伊弗利特之灵，是司掌火焰之力的神灵。
FireSpirit_CardName,"",伊弗利特之灵
FireSpirit_DismantleActions[0].ActionName,"",献上火焰之痕
FS_D0_F,"",你没有火焰之痕。
Event_FSS_CardDescription,"",伊弗利特显现了，向它诉说你的祈愿吧。
Event_FSS_CardName,"",伊弗利特降临
Event_FSS_DismantleActions[0].ActionName,"",祈愿破坏
Event_FSS_DismantleActions[1].ActionName,"",祈愿矛术
Event_FSS_DismantleActions[2].ActionName,"",祈愿箭术
Event_FSS_DismantleActions[3].ActionName,"",祈愿陷阱术
FFS_ZhouYu,"",让火焰净化一切！
FSS_Usage,"",火焰
GS_FB_Description,"",火神庇佑着你，你的烧伤恢复更快。
GS_FB_GameName,"",火神庇佑
GS_FB_Statuses[0].GameName,"",火神庇佑
FireSpirit_DismantleActions[1].ActionName,"",祈求庇佑
WaterSpirit_CardName,"",须佐之男之灵
WaterSpirit_CardDescription,"",须佐之男之灵，是海洋的宝藏所寄宿的神灵。
WaterSpirit_CardInteractions[0].ActionName,"",献上鲨鱼下颚
WaterSpirit_DismantleActions[0].ActionName,"",祈求金属
WaterSpirit_DismantleActions[1].ActionName,"",亲近海洋
SFLTSpirit_CardName,"",萨菲洛特之灵
HaiYangLingYao_CardName,"",海洋灵药
EarthSpirit_CardName,"",泰坦之灵
YouZong_CardName,"",油棕
YouZong_CardDescription,"",可以榨油的作物
YouZongCong_CardName,"",油棕丛
YouZongCong_CardDescription,"",一片油棕丛，我可以在这里采摘油棕。
YouZongTian_CardName,"",油棕田
YouZongTian_CardDescription,"",我应该等待它成熟
YouZongYou_CardName,"",油棕油
YouZongYou_CardDescription,"",由油棕榨成的油，可以处理为普通的油。
Bp_YouZong_UnlockConditionsDesc,"",需要油棕
MianFeng_CardName,"",面粉
MianFeng_CardDescription,"",由小麦磨成的面粉，可以制作面食。
